BusinessName,Category,Revenue,Expenses,Profit,ProfitMargin,City,State,ZipCode,Latitude,Longitude,IsOpen,Wifi,OutdoorSeating,Delivery
Smith PLC,Healthcare,74526,28126,46400,62.26015081984811,South Sandra,KS,26720,71.771038,168.702202,Yes,Paid,Not available,Not available
Ray-Burns,Hospitality,17616,46223,-28607,-162.39214350590373,Chapmanton,FL,22475,-64.283111,176.823341,No,Paid,Not available,Not available
Thomas PLC,Finance,92346,43846,48500,52.519870920234766,South William,IL,22946,-58.987851,-99.485500,No,Free,Available,Available
Flores LLC,Technology,38543,5509,33034,85.70687284331785,Gibsonville,NC,92090,-31.208668,-89.834263,Yes,Paid,Available,Not available
"Francis, Powell and Sharp",Retail,15006,15885,-879,-5.85765693722511,Erinton,CA,24730,83.415000,98.333978,Yes,None,Available,Available
Diaz Group,Retail,29960,8425,21535,71.87917222963952,Smithhaven,WA,56736,-72.323878,158.261208,Yes,None,Not available,Not available
"Diaz, Thompson and Gonzalez",Healthcare,8989,24068,-15079,-167.74947157637112,Lake Danielburgh,MT,76175,81.591850,52.644790,No,Paid,Not available,Not available
Reyes Inc,Technology,67348,8476,58872,87.41462255746274,Port Garretthaven,NV,68032,32.741690,-171.130700,No,None,Not available,Available
Williams-Brown,Hospitality,54139,33666,20473,15.24,East Ronaldhaven,DC,00660,33.458112,101.560731,Yes,Paid,Available,Not available
"Kane, Ortiz and Hickman",Retail,20782,16141.07,-21524,-103.5703974593398,New Patricia,GA,77683,-3.944374,136.759880,No,Paid,Available,Available
"Anderson, Davis and Foster",Technology,56563,46619,9944,17.580397079362832,Jenniferchester,AR,94913,-7.216872,38.929960,No,Paid,Available,Available
Jacobs Group,Finance,10885,23259,-12374,-113.67937528709233,New Erikside,HI,24230,22.971442,100.053517,Yes,None,Not available,Not available
"Miller, Vazquez and Esparza",Technology,27125,49463,-22338,-82.35207373271889,South Peter,MD,77151,-8.168262,47.102796,No,Free,Not available,Not available
Lamb-Taylor,Healthcare,29242,20772,8470,28.965187059708636,New Jeremiahstad,MD,49482,63.350808,-120.889107,Yes,Free,Available,Not available
"Robertson, Smith and Wolfe",Retail,60428,28151,32277,53.413980274045144,West Judy,IN,83394,69.237809,156.735954,Yes,None,Not available,Available
Davidson and Sons,Hospitality,1496,3526,-2030,-135.6951871657754,Byrdport,ND,45232,-38.345144,154.928859,No,Paid,Available,Not available
Trujillo Group,Retail,89290,19928,69362,77.68171127785867,New Gailborough,AR,04757,-4.671618,-5.750511,Yes,Free,Available,Not available
Bradford-Brown,Hospitality,17489,2248,15241,87.14620618674596,Smithchester,PR,50362,-59.473249,-128.061292,Yes,Paid,Available,Not available
Townsend Ltd,Retail,15218,18328.85,3658,24.03732422131686,Spencermouth,NJ,72702,-0.313188,-114.145861,Yes,Paid,Not available,Available
"Mcgrath, Mitchell and Montgomery",Healthcare,26843,23624,3219,11.991953209402824,Rodriguezbury,WI,51283,-48.734527,-31.366744,Yes,None,Available,Not available
"Woods, Kelly and Mcgee",Finance,9424,28741,-19317,-204.97665534804753,North Austin,AK,61192,-9.441662,-40.994368,Yes,Paid,Not available,Not available
Chang LLC,Technology,78612,20980,57632,73.31196255024678,East Juliehaven,HI,43790,-48.333046,-105.546773,Yes,Paid,Not available,Available
Phillips Inc,Technology,87716,48344,39372,44.88576770486571,Huangbury,CA,46893,0.136168,123.879266,Yes,Paid,Not available,Not available
Charles Group,Retail,50745,40870,9875,19.460045324662527,Amytown,MI,73284,12.566843,-142.755836,No,None,Available,Not available
Ramos Inc,Hospitality,5367,19075,-13708,-255.4127072852618,West Darrellton,KS,57021,-25.088728,-37.161831,Yes,Free,Not available,Available
Perez-Vincent,Retail,86108,40234,45874,53.27495703070563,East Erin,KS,92834,60.733617,-162.781316,Yes,Paid,Not available,Not available
Duarte-Turner,Technology,64074,18596,45478,70.97730748821675,Alexanderfurt,CA,15590,-44.151130,-170.904556,Yes,Paid,Available,Not available
Baker PLC,Healthcare,55574.19,16477,5743,25.846084608460846,Coopertown,IA,83915,-45.321605,77.722521,No,None,Not available,Available
Casey-Ward,Healthcare,18809,46017,-27208,-144.65415492583338,Kathleenstad,VT,22949,89.865922,-108.853703,No,Free,Available,Available
Hernandez-Campos,Technology,53808,36583,17225,32.011968480523336,Lake Stacey,VI,64524,-52.313642,4.842547,Yes,Free,Not available,Not available
Clark Ltd,Retail,13814,13391,423,3.062110901983495,Kevinview,VA,85425,21.667657,-7.248221,Yes,None,Not available,Not available
Flores-Bennett,Retail,15757,41055,-25298,-160.55086628165262,New Justin,OR,80960,-42.595900,79.759786,Yes,None,Not available,Available
Gillespie-Deleon,Hospitality,50061.38,9724.07,48684,71.18064185978508,Carolview,PR,79502,-20.470718,170.794513,Yes,Paid,Available,Available
Kennedy PLC,Technology,93230,45717,47513,50.9632092674032,Warrenberg,OH,72570,-68.259077,-7.900415,Yes,Paid,Available,Not available
Clark-Goodman,Retail,50222,41801,8421,16.767552068814464,Andersonfurt,ME,31191,14.102744,-81.638609,No,Paid,Not available,Not available
Mcgrath PLC,Technology,12753,9758,2995,23.4846702736611,New Jacobton,WI,63087,-61.113862,20.793557,Yes,Free,Not available,Not available
Patton-Murphy,Finance,2449,20288,-17839,-728.4197631686402,Ruthtown,NJ,30086,-82.196040,-21.342767,No,None,Available,Not available
"Chapman, Gonzalez and Tran",Technology,73248,44394,28854,39.392201834862384,North Amber,PW,28974,57.239655,-134.665386,Yes,None,Available,Not available
Nixon-Garcia,Finance,47113,47363,-250,-0.5306391017341286,Lake Alexandra,OH,15311,26.065607,-9.577768,Yes,Free,Available,Available
"Smith, Hernandez and Wang",Retail,29030,20680,8350,28.76334826042026,Coxhaven,NJ,90206,6.526470,-140.755594,No,Free,Not available,Not available
"Mcguire, Hernandez and Wagner",Retail,86827.38,12283,41414,77.12535150939532,New Anitaland,NH,63693,61.103124,-88.934706,Yes,Free,Available,Not available
Lawson-Garcia,Finance,92978,8573,84405,90.7795392458431,Alanburgh,GA,87995,-73.962646,-13.963120,Yes,Free,Available,Not available
Marshall Inc,Hospitality,98435,29764,68671,69.76278762635242,Port Danielhaven,KS,02108,-64.275751,-36.703653,Yes,Paid,Not available,Not available
Kirk-Reed,Finance,33853,34641,-788,-2.3277109857324314,Debrafurt,UT,20449,-89.840756,78.062321,No,Paid,Available,Available
"Owens, Ross and Hill",Retail,54904,49131,5773,10.514716596240712,West Lauraton,NE,20428,89.946598,167.033190,No,Free,Available,Not available
House PLC,Healthcare,45399.72,39410,15686,28.470306374328448,Jessicafort,NY,75795,-29.065523,150.819736,No,Free,Not available,Available
Jones-Hansen,Technology,39376,32394,6982,13.21,West Brandonland,TX,03453,-85.010782,-91.496387,No,Free,Available,Not available
Ross-Bennett,Retail,1162,6306,-5144,-442.6850258175559,Josephfurt,NY,35008,43.543122,-18.477710,Yes,Paid,Available,Not available
Love-Mitchell,Hospitality,14655,18202,-3547,-24.20334356874787,Angelaview,AZ,94102,-49.038980,-162.123664,No,Free,Not available,Available
"Moore, Lopez and Marsh",Hospitality,39780,4350,35430,89.06485671191554,West Charlene,MT,40844,19.286160,-71.805466,No,Free,Not available,Available
Martin-Fisher,Finance,95542,10303,85239,89.21626091143162,Lake Ashleyberg,WY,62588,-15.267832,64.161029,No,None,Available,Not available
"Torres, Johnson and Park",Hospitality,64434,20067,44367,68.8565043300121,West Andrew,CA,63373,-57.342834,-7.451900,Yes,None,Available,Not available
"Turner, Savage and Anderson",Retail,64019,22078,41941,65.51336322029397,West Erika,OH,79251,64.373150,90.828344,No,Paid,Not available,Available
"Chavez, Hammond and White",Finance,65684,16565,49119,74.78076852810426,Millermouth,OH,73050,-23.124327,29.074097,No,Paid,Available,Not available
Morris-Thomas,Finance,80653,35901,44752,55.48708665517712,Tannerfort,MO,14840,-44.590076,-28.124648,No,None,Not available,Available
Francis PLC,Finance,49455,9183,40272,81.43160448892934,Adamchester,UT,86068,-1.556704,140.909728,Yes,None,Not available,Not available
Miller LLC,Finance,25235,34168,-8933,-35.39924707747176,East Michael,AS,46959,76.142253,167.341509,Yes,None,Available,Not available
Schneider-Gutierrez,Finance,42540,28249,14291,33.594264221908794,Smithhaven,MD,97316,-50.026780,9.559394,Yes,Free,Not available,Not available
Gates-Harper,Finance,27719,39477,-11758,-42.41855766802554,Roseland,CO,88724,-79.278111,79.910367,No,Paid,Available,Not available
Simmons Group,Finance,45865,20785,25080,54.68221955739671,Port Diamondside,AL,07997,83.886933,32.078884,No,None,Available,Available
Simmons PLC,Finance,76999,48960,28039,36.414758633229006,Leemouth,CT,07996,-0.604598,-105.128343,Yes,None,Not available,Not available
Davis-Clarke,Retail,50539,36842,13697,27.10184214171234,South Michael,OK,07234,44.965198,-158.557880,Yes,None,Available,Not available
"Schultz, Gregory and Baker",Retail,30876,38558,-7682,-24.880165824588676,South Jack,LA,16301,-17.853140,168.933915,Yes,Paid,Not available,Not available
"Lee, Williamson and Sharp",Hospitality,29675,19624.94,3152,10.62173546756529,Port Kennethland,MA,42464,-41.445572,-76.225581,No,None,Available,Not available
"Barber, Schwartz and Baldwin",Hospitality,39189,34416,4773,12.179438107632244,Jonesmouth,IN,17125,-76.851011,-59.179998,Yes,Paid,Not available,Available
Duran-Barker,Healthcare,73371,13799,59572,81.19284185849995,Burnettside,MT,69331,-41.431572,-122.296118,Yes,None,Available,Available
"Mays, Ayers and Larson",Hospitality,34299,47398,-13099,-38.19061780226829,Lake Rebeccahaven,FL,02255,61.704262,5.526090,Yes,Free,Available,Available
Smith-Williams,Technology,42630,14480,28150,66.0333098756744,East Kristen,AK,60828,83.242502,144.913408,Yes,None,Available,Available
Watts Group,Hospitality,44084,29342,14742,33.44070411033482,Evansside,OK,46535,47.676561,141.924741,No,Free,Available,Available
"Morgan, Monroe and Colon",Retail,85690,21828,63862,74.52678258840004,Millsshire,MP,60024,-63.428012,67.237437,No,Paid,Available,Available
Smith Inc,Finance,29791,17702,12089,40.57936960827095,Morrisonland,WY,70056,54.513610,-5.243924,Yes,Paid,Available,Available
Reed Inc,Healthcare,76723,25920,50803,66.21612814931636,West Justinstad,ND,60550,-36.425194,137.802515,No,Free,Available,Not available
"Reed, Ross and Herrera",Healthcare,94873,42494,52379,55.209595986213145,Guzmanborough,VI,14266,33.414484,-59.125194,Yes,None,Available,Not available
Jimenez-Gordon,Healthcare,94698,46912,47786,6.92,East Danieltown,GA,76483,-85.366944,-179.182751,Yes,Free,Available,Available
Miller Ltd,Healthcare,6814,10194,-3380,-49.60375697094218,North Susanshire,MA,63454,-21.393065,77.766258,Yes,None,Available,Not available
"Anderson, Walker and Brown",Retail,10750,1950,8800,81.86046511627907,South Jason,KS,19802,76.410186,-177.888577,Yes,Paid,Available,Not available
"Love, Mahoney and Hunt",Finance,83907,12759,71148,84.79387893739498,East Scott,WA,32454,50.283044,110.848319,Yes,Paid,Not available,Not available
Greene Inc,Retail,52684,5112,47572,90.29686432313416,Andreamouth,NC,23618,-33.704315,155.836561,Yes,Free,Available,Not available
"Maynard, Anderson and Harrison",Finance,25383,26682,-1299,-5.117598392624985,East Markfurt,FL,49162,-5.833859,21.701174,Yes,Free,Not available,Not available
"Johnson, Wright and Sanchez",Healthcare,90619,45423,45196,49.874750328297594,North Michealport,KS,62055,-2.918656,-122.333647,Yes,None,Not available,Not available
Smith-Graham,Technology,92539,41651,50888,54.99086871481214,Port Julia,NY,14301,23.141706,-43.367425,No,None,Not available,Not available
"Colon, Boyd and Roberson",Technology,40430,42694,-2264,-5.599802127133317,North Gregory,RI,61040,50.146320,42.617863,Yes,Free,Not available,Available
Curtis Group,Hospitality,61725,1941,59784,96.85540704738762,Rodriguezhaven,WA,00804,29.632396,108.636159,Yes,Paid,Available,Available
Reed PLC,Hospitality,94064,932,93132,99.00918523558428,Raymondfurt,TN,69550,-89.828795,-136.718149,No,None,Available,Not available
Martin-Lucas,Finance,98106,41392,56714,2.99,Port Annahaven,VA,01865,66.492755,-63.403536,No,Paid,Available,Not available
Cannon-Smith,Hospitality,40155,40733,-578,-1.4394222388245548,New Mark,WY,59409,-88.834030,77.278482,Yes,Free,Available,Not available
Liu-Bruce,Retail,61691,5471,56220,91.13160752784036,West Jessicamouth,ND,16540,35.291900,-145.777634,Yes,Paid,Available,Not available
"Rodriguez, Ibarra and Christian",Healthcare,58774,25159,33615,57.19365705924388,North Jimmyville,VT,02192,-64.208378,-151.768230,Yes,None,Not available,Not available
Thomas and Sons,Retail,58460,17277,41183,70.4464591173452,South Jose,MA,65063,-73.092696,112.475423,Yes,Free,Available,Not available
Miller LLC,Hospitality,73707,16322,57385,77.85556324365392,Rachelland,FL,07225,27.869537,66.225688,Yes,Paid,Available,Not available
"Huerta, Gibson and Woods",Finance,98735,47205,51530,52.1902061072568,North Andrea,RI,71592,-7.917978,-75.433633,No,None,Available,Not available
Frost LLC,Finance,41225,7933,33292,80.75682231655549,North Amymouth,VT,99322,-83.191921,18.767543,Yes,Free,Not available,Available
Mercado-Deleon,Hospitality,62602,29905,32697,13.14,Thomasshire,FM,03653,-49.758618,6.962942,No,Paid,Available,Not available
Lopez Ltd,Hospitality,60126,22724,37402,62.20603399527659,South Ronald,MA,30768,40.561056,54.115881,No,None,Available,Available
"Miles, Pollard and Mullins",Retail,58409,8859,49550,84.83281686041535,Timothystad,AL,22266,83.785140,-170.772715,No,Free,Available,Available
"Davis, Mason and Ramos",Technology,74543,40062,34481,46.256523080638026,South Benjaminville,MA,01207,74.500600,-100.256958,No,Free,Available,Available
"Rojas, Anderson and Davies",Technology,5403,1948,3455,63.945955950397924,South Jacobberg,VI,58595,-65.601077,-43.062813,No,None,Not available,Available
Burton PLC,Retail,63529,8372,55157,86.82176643737506,Brandonstad,CT,69236,26.869464,-110.355453,Yes,Paid,Not available,Not available
Hughes Group,Retail,19094,1811,17283,90.51534513459725,Christinemouth,MA,38323,-65.791223,4.627985,No,None,Available,Not available
Braun-Rodriguez,Healthcare,29429,14279,15150,51.47983281796867,Dennismouth,LA,60506,16.547369,-122.120580,No,Paid,Available,Available
Hendrix LLC,Healthcare,63040,40354,22686,35.986675126903556,North Ronaldborough,PW,32314,-23.644786,-141.754439,No,None,Not available,Not available
Vega Ltd,Hospitality,22838,41932,-19094,-83.60627025133549,Brownton,DE,26447,-83.987595,-101.084557,Yes,Paid,Available,Not available
Miller-Valencia,Hospitality,87305,38667,48638,55.71044041005669,Morganside,NY,37006,-65.294254,-165.827062,No,Free,Not available,Not available
"Walker, Johnson and Mcdonald",Hospitality,55050.79,42688,53937,55.82095730918499,Jacobhaven,MH,79678,-17.032208,74.531457,No,Paid,Not available,Available
Taylor LLC,Hospitality,79178,19739,59439,75.07009522847255,North Stephanieville,FL,53207,54.430304,-92.716834,Yes,Free,Not available,Not available
Lopez Group,Finance,44751,49579,-4828,-10.788585729927822,Tarahaven,PA,84453,-10.111920,163.386471,No,Paid,Available,Not available
Ramirez and Sons,Retail,6280,22165,-15885,-252.94585987261144,Robertport,TX,09075,-42.866070,93.252851,Yes,None,Not available,Available
Smith Group,Technology,61881,23619,38262,61.831579968003105,New Duaneborough,GA,94919,89.522236,95.892535,No,Paid,Not available,Not available
Wilson Inc,Technology,22951,11247,11704,50.99559932029105,East Tamara,NV,23592,36.232110,-63.151700,No,Paid,Available,Not available
"Davenport, Moore and Rodgers",Technology,40551,34918,5633,13.891149416783803,Tatemouth,NH,57476,-67.499560,-28.459682,Yes,None,Not available,Not available
Whitaker and Sons,Technology,99985,14727,85258,85.27079061859278,North Julieside,WA,19503,-52.935756,-29.584210,Yes,Free,Available,Not available
Lewis-Sutton,Retail,27752,35746,-7994,-28.805131161718073,Port Jessica,SD,80817,-12.584710,-18.516232,Yes,Paid,Not available,Not available
Brewer-Martin,Finance,4447,22152,-17705,-398.1335731954126,Morrischester,AZ,18968,75.368668,-116.968642,Yes,None,Not available,Not available
"Morris, Mckenzie and Turner",Technology,43689,13887,29802,68.21396690242395,Tiffanyfurt,MH,18817,40.112182,-85.702419,No,Free,Available,Not available
Waters Group,Healthcare,77179,6704,70475,91.31369932235452,Riveraside,AR,06763,-10.213346,60.143094,No,Paid,Not available,Available
"Rodgers, Jackson and Lawson",Hospitality,87369,47953,39416,45.11439984433838,South Shelleyborough,TX,19454,9.688024,143.150841,Yes,None,Available,Not available
Cole-Hubbard,Finance,11874,3608,8266,69.61428330806805,Louisview,HI,79018,55.073590,69.905330,No,None,Available,Not available
Carter-Hill,Technology,2624,30692,-28068,-1069.6646341463415,Tammiehaven,IA,78143,81.588709,164.079585,Yes,Paid,Not available,Not available
Watts and Sons,Hospitality,70405,3564,66841,94.93785952702223,Anthonytown,ND,08616,36.400516,-70.776991,No,Free,Available,Not available
Nelson-Kerr,Hospitality,12221,11530,691,5.654201783814745,South Alvin,CT,38253,5.737827,148.569590,No,None,Available,Available
Knapp Ltd,Technology,67923,47180,20743,30.53899268289092,Atkinsonmouth,AL,92752,-86.304498,80.429337,Yes,Free,Not available,Not available
Baker-Rodriguez,Technology,50776,11540,39236,77.27272727272727,South Robinside,NY,20930,3.895180,-79.911398,Yes,None,Not available,Not available
Parker LLC,Technology,95815,38798,57017,59.50738402129103,Craigside,LA,80037,84.508573,107.940479,Yes,Free,Not available,Not available
Anderson Inc,Hospitality,2584,24249,-21665,-838.4287925696593,Rebeccaview,IL,45099,71.211559,-85.346593,Yes,None,Available,Available
"Garcia, Stewart and Matthews",Finance,64558,27845,36713,56.868242510610614,West Julia,SD,03705,-10.060924,-113.703288,Yes,Paid,Available,Available
Dunn-Grant,Technology,24967,45683,-20716,-82.97352505307005,Ashleyview,MN,19467,21.094494,79.047529,No,Free,Available,Available
"Wise, Nunez and Summers",Healthcare,3931,36303,-32372,-823.5054693462223,South Lauraberg,MA,51846,73.804061,-143.827033,Yes,Free,Not available,Not available
"Young, Young and Spence",Retail,47693,14372.76,15537,32.57710775166167,East Rachel,VA,26979,-79.058230,-105.774802,Yes,Free,Not available,Not available
Griffin-Patrick,Finance,21056,29236,-8180,-38.848784194528875,East Geneburgh,IA,68169,-27.316456,-147.011807,No,None,Available,Available
Ruiz-Tanner,Finance,92715,35195,57520,62.03958367038774,Richardstown,MS,97356,73.433402,63.402197,Yes,Paid,Not available,Not available
Dominguez-Liu,Hospitality,6219,36803,-30584,-491.78324489467764,Lake John,DC,03845,-3.276729,-21.097028,No,Free,Available,Not available
Brown-Lewis,Finance,5614,25486,-19872,-353.97221232632705,South Allenfurt,SC,35197,-38.057000,-176.557769,No,Paid,Not available,Available
Bond-Thomas,Finance,35902,8922,26980,75.14901676786808,East Seanmouth,AS,58333,77.198292,6.051072,Yes,None,Not available,Available
Anderson LLC,Finance,74157,31424,42733,57.62503876909799,West Michaelstad,SD,78593,-8.674827,-174.875169,Yes,Free,Available,Available
Johnson-Garcia,Healthcare,4931,17597,-12666,-256.8647333198134,Port Michael,MN,57091,-24.602476,-87.224069,Yes,None,Not available,Not available
Wilcox LLC,Finance,55098,11260,43838,79.5636865221968,Port Lauraport,KS,62719,11.727938,136.709907,No,None,Available,Available
Lindsey Group,Hospitality,95439,10943,84496,88.53403744800343,South Mitchell,PR,79480,-77.589360,-103.756132,No,Paid,Available,Not available
Mccormick-Copeland,Hospitality,47521,46306,1215,2.5567643778540017,Lake Meghanhaven,MT,16907,-50.265368,103.338612,No,Paid,Not available,Available
"King, Martin and Ross",Technology,98892,44501,54391,55.00040448165676,Lopezland,NE,96398,-66.110252,132.553281,No,None,Not available,Available
"Gomez, Jordan and Deleon",Hospitality,40352,32530,7822,19.38441712926249,East Amandatown,LA,39402,-27.160315,-117.396456,Yes,Free,Not available,Available
Gentry Group,Hospitality,95998,14889,81109,84.4903018812892,North Marvin,SD,18465,30.349268,-175.052427,No,Paid,Not available,Not available
"Galloway, Avery and Fox",Finance,14844,4687,10157,68.42495284289949,Port Matthew,DC,55552,74.742598,-148.410102,No,Free,Available,Not available
Taylor Inc,Retail,56283,32067.36,18170,32.28328269637368,Collinsmouth,MN,02422,66.966236,11.125865,No,Free,Not available,Not available
Garcia LLC,Hospitality,1182,35757,-34575,-2925.1269035532996,Christinechester,ND,72076,-68.585222,90.122966,No,Free,Available,Available
Walls-Morgan,Finance,86694,2500,84194,97.11629409186332,West William,SC,81242,-25.582549,-165.068935,No,None,Not available,Not available
Garner-Ramirez,Retail,90274,33442,56832,62.95500365553759,Michaelview,AR,25237,52.427525,-159.988376,No,Free,Not available,Available
West Ltd,Technology,63224,4956,58268,92.16120460584588,Ramirezfurt,MO,03957,51.906950,147.356512,No,None,Not available,Available
Martin and Sons,Finance,22645,8574,14071,62.13733716052109,Matthewburgh,WY,33316,-28.038063,108.175761,No,None,Available,Not available
"Wiley, Lopez and Smith",Finance,23697,3421,20276,85.56357344811579,Port Codychester,FL,04532,-27.857882,173.913037,No,Paid,Not available,Not available
King Ltd,Finance,2171,13050,-10879,-501.1054813450023,South Brianside,AR,52392,70.081952,124.109960,Yes,Paid,Not available,Not available
Barajas-Aguilar,Finance,87393,29837,57556,65.85882164475416,North Arthur,WI,90031,22.260655,-89.661568,No,Free,Available,Available
"Johnson, Green and Collins",Healthcare,63401,29430,33971,53.58117379852053,Lake Patriciaville,DC,76540,0.907919,-117.092639,Yes,Free,Not available,Available
Wells-Hayes,Technology,23376,46670,-23294,-99.6492128678987,Elizabethside,FL,86197,66.024324,49.971334,Yes,Paid,Available,Not available
Gamble Group,Hospitality,77856,25854,52002,66.79254007398274,Martintown,OK,41317,-16.243030,-39.162594,No,Paid,Available,Available
Jackson-Hall,Retail,95417,49932,45485,47.669702463921524,North Kimberlytown,ME,63090,26.880160,-96.520961,No,Paid,Available,Available
Duncan-Bush,Healthcare,89896,26329,63567,70.71171131084809,Robertport,ME,12010,0.489000,-79.000105,No,None,Available,Available
Hicks Ltd,Healthcare,86133,44732,41401,48.06636248592293,Smithhaven,KS,23270,24.098930,165.197561,Yes,None,Not available,Available
Conner-Johnson,Hospitality,95845,20671,75174,78.43288643121707,Port Victor,AK,02588,-64.911010,157.580993,No,None,Available,Not available
Jones LLC,Finance,61534,36150,25384,41.251990769330774,East Mary,FM,19031,-17.601038,-91.501906,No,None,Available,Available
Thomas-Fuentes,Retail,12015,15521.4,-34479,-286.96629213483146,Barbarafurt,KS,75419,-58.383340,105.972125,No,None,Available,Available
Stephens-Hanson,Healthcare,25822,23214,2608,10.099914801332197,West Tylerport,NE,37218,-8.017925,88.922649,No,Paid,Available,Not available
Ward-Love,Technology,25519,17726.1,5380,21.082330812335908,Suzanneville,SC,76858,54.339040,138.296883,Yes,Paid,Not available,Not available
Wright PLC,Technology,33402,38438,-5036,-15.07694150050895,Port Tiffanymouth,AK,55614,40.115922,-170.587588,Yes,Paid,Not available,Available
Fuller-Neal,Technology,93287,27599,65688,70.41495599601231,Powersburgh,NV,29073,84.026928,53.799343,No,None,Available,Available
"Kim, Rasmussen and Hughes",Technology,98625,42225,56400,57.18631178707224,New Isaiah,MA,99263,-0.728836,-28.442034,No,None,Not available,Available
Henderson Ltd,Healthcare,44971,27457,17514,38.94509795201352,Villarrealstad,HI,88500,46.185154,1.965094,Yes,Paid,Available,Available
"Aguilar, Rodriguez and Jones",Technology,50905,47634,3271,6.425694921913368,Jasonshire,MI,01541,19.385965,162.339052,No,None,Available,Not available
"Lee, Hammond and Li",Finance,15546,22992,-7446,-47.89656503280587,Laurenville,AR,71063,-24.880462,137.440138,No,Free,Available,Not available
"Palmer, Gardner and Durham",Hospitality,60271,7804,52467,87.05181596456008,Whitefort,GA,07963,-49.012933,75.339420,Yes,None,Not available,Available
Hall-Martinez,Healthcare,92102,27633,64469,69.99739419339429,North Madisonport,WI,67477,5.673316,131.175993,No,None,Not available,Available
"Jefferson, Johnson and Park",Finance,7661,15910,-8249,-107.67523821955358,Matthewborough,WA,97925,-81.892494,-177.379476,No,None,Available,Available
"Reyes, Lee and Fisher",Retail,28818.82,38417,-6502,-20.37286542378192,Dominictown,WY,57529,-82.955401,-69.991936,No,None,Not available,Not available
Gordon and Sons,Hospitality,44922,18317,26605,59.22487867859846,Smithtown,CT,92784,20.156840,-170.027931,No,Paid,Not available,Not available
Webster Inc,Hospitality,11772,49405,-37633,-319.6822969758749,New Cynthialand,CO,87050,-65.185148,-154.720135,No,None,Available,Available
"Welch, Owen and Kaiser",Healthcare,31470,32258,-788,-2.503972036860502,Tonyaville,HI,42449,73.923508,114.633337,No,Paid,Not available,Not available
Morris and Sons,Hospitality,74994,21332,53662,71.55505773795237,Benjaminborough,CO,92630,-11.895392,95.740877,Yes,Free,Not available,Not available
"Olsen, Day and Nelson",Technology,10008,15823.57,-38997,-389.658273381295,Jasontown,KY,45152,-9.694038,-44.070426,No,None,Available,Not available
Cook-Ortega,Retail,37380,43901,-6521,-17.445157838416264,East Lindsay,LA,20102,-41.013965,165.960160,No,Paid,Available,Available
Taylor Inc,Hospitality,65423,19578,45845,70.07474435596043,East Chloeburgh,MH,74394,69.595330,106.200916,Yes,Paid,Available,Available
Garcia Ltd,Hospitality,73880,30262,43618,59.03898213318895,New Brianmouth,GU,74398,-14.749601,-100.313217,Yes,Free,Not available,Available
"Hensley, Hall and Obrien",Finance,26479,6330,20149,76.09426337852638,Robertberg,AR,08408,-10.412469,138.947235,No,Free,Not available,Available
Wall-Wheeler,Retail,86857,8709,78148,89.97317429798403,West Justin,VT,87582,-43.845222,60.580683,No,Free,Not available,Available
Matthews-Perez,Hospitality,24545,20886.22,3097,12.617641067427174,Garrettton,OH,54135,-84.553801,-107.373483,Yes,None,Available,Available
Williamson and Sons,Healthcare,5610,27913,-22303,-397.5579322638146,Clairefort,WV,94597,28.919541,-38.402011,No,None,Not available,Not available
"Goodman, Mccormick and Smith",Technology,12398,42657,-30259,-244.0635586384901,Lake Johnside,ME,39893,70.473368,-124.110822,Yes,None,Not available,Available
Wallace-Sutton,Retail,68299,19775,48524,71.046428205391,North Jennifer,IL,36273,60.399738,171.458185,Yes,None,Not available,Available
Bowman-Ball,Healthcare,88564,48742,39822,44.96409376270268,Nelsonfort,TN,66471,-32.005878,-176.479836,Yes,Free,Not available,Available
Griffin Inc,Finance,66061,30297,35764,54.1378422972707,Port James,VI,12836,20.007716,61.990268,Yes,Free,Not available,Available
Medina-Campbell,Retail,96302,24944,71358,74.09814957114078,East Kristy,RI,07381,76.640672,-75.377571,No,Free,Available,Available
Long-Anderson,Hospitality,96723,25881,70842,73.24214509475513,Lozanostad,UT,77432,-49.576488,-38.306468,Yes,Paid,Not available,Not available
Johns-Bennett,Finance,23479,34716,-11237,15.71,Lake Carmenhaven,MT,93562,53.523777,-97.010297,Yes,Free,Not available,Available
"Bowman, Rice and Arellano",Technology,99894,44917,54977,55.03533745770517,Reynoldston,NV,03484,-10.327186,98.712645,No,Paid,Available,Not available
Smith Inc,Healthcare,29619,41065,-11446,-38.6441135757453,Ayalaville,SC,87052,49.805470,-50.220702,No,Free,Available,Available
Leon-Bradley,Hospitality,93786,39014,54772,58.401040667050516,South Jasonborough,MP,64167,-38.759848,-167.459798,No,None,Not available,Available
Burns-Nelson,Finance,12776.98,41610,-6570,-18.75,Lake Gregoryland,NM,08134,28.767664,-165.093492,Yes,Paid,Available,Available
Ramirez LLC,Finance,91946,915,91031,99.00485067322123,Laurenfurt,FM,52261,16.937122,105.747566,No,Paid,Not available,Not available
Ibarra-Jones,Finance,57729,24874,32855,56.91247033553327,New Larrymouth,WI,09913,10.465342,51.081646,Yes,Free,Not available,Available
"Arroyo, Vaughn and Johnson",Finance,1113,17474,-16361,-1469.9910152740342,North Bridget,UT,96597,5.599163,-55.491869,Yes,None,Available,Available
Tanner-Gonzales,Hospitality,78803,41448,37355,47.40301765161225,North Christopher,MT,48515,-47.892027,46.834785,Yes,Free,Not available,Available
