BusinessName,Category,Rating,ReviewCount,Price,City,State,ZipCode,Latitude,Longitude,IsOpen,Wifi,OutdoorSeating,Delivery
"Garcia, George and Fischer",Hotel,1.23,445,825.1356584,Fitzgeraldstad,SD,25182,67.8680175,-31.331108,Yes,Free,Yes,No
Hartman PLC,Hotel,4.22,233,620.3417007,Timchester,MP,13628,61.520965,-32.731856,Yes,Paid,Yes,No
"Gilbert, Stout and Young",Bar,1.84,643,487.9015912,Harrisbury,WI,66766,-41.368784,-140.684597,Yes,Paid,No,No
Peterson-Martin,Bar,4.85,491,951.5610006,South Katie,KY,75438,-47.8818315,-36.711365,No,Paid,No,Yes
Fox-Galloway,Hotel,4.6,565,297.7803552,Maryville,WI,59641,63.4930465,-99.421944,No,Free,Yes,Yes
Foley-Dean,Cafe,2.76,832,549.5653506,Rachelview,PR,46517,47.758605,36.920982,Yes,Paid,Yes,Yes
Harris-Washington,Bar,2.9,873,730.9594221,Vasquezbury,CA,30739,5.4023615,-8.662175,Yes,Paid,No,No
Mcgrath-Dawson,Restaurant,1.95,772,123.5025774,Robertoton,MN,57785,-76.3555985,-167.226573,Yes,None,No,Yes
Adams Inc,Restaurant,4.21,125,234.0142312,Thomasburgh,OK,32430,-16.56587,-12.689497,Yes,None,No,No
Stokes-Vazquez,Gym,1.18,67,715.6705527,East Terriville,PW,36585,-31.9850205,-94.660799,Yes,None,Yes,No
Johnson-Cooper,Cafe,4.28,759,520.4047507,East Brandon,WI,83806,-68.5708575,-71.856146,No,Free,No,Yes
Jenkins LLC,Restaurant,4.03,446,799.6779602,Martinfurt,NY,69746,3.8733655,-53.024146,No,Free,Yes,No
"Salas, Coleman and Scott",Restaurant,1.93,411,300.1350777,West Jessica,AS,98733,-8.6100635,162.140043,No,Paid,Yes,Yes
Roberts Ltd,Gym,4.69,268,123.6548446,East Alan,OR,59514,24.2083635,90.223431,No,Paid,No,No
"Walter, Irwin and Freeman",Cafe,3.65,331,803.0368549,Ashleyberg,PR,1301,-89.3659875,-120.071643,No,Free,Yes,Yes
"Black, Alexander and Burgess",Bar,1.39,261,201.7800429,Burtonchester,MI,30318,-57.4262115,-16.941745,No,Free,No,No
Cross Group,Gym,2.17,36,270.0808766,Rossburgh,ME,66143,-16.208307,-6.205086,No,None,Yes,No
Gilmore Inc,Bar,2.74,762,544.925651,New Rachaelbury,PA,44119,73.136029,96.637984,Yes,None,No,Yes
Miles PLC,Cafe,2.33,583,530.671017,West Patriciaville,MA,47728,-36.0748315,-109.999918,No,Free,Yes,Yes
"Khan, Howell and Henry",Cafe,4.79,876,865.978145,Dianaland,PW,70032,36.783785,-162.611874,Yes,Free,Yes,No
Harris-Jones,Bar,2.48,484,151.2542366,Port Lynn,ND,1371,62.234188,59.839063,No,Free,Yes,Yes
Sampson and Sons,Bar,3.46,531,419.0028676,Mclaughlinfurt,MP,74774,65.0237675,-30.778866,Yes,None,Yes,No
"Holland, Garcia and Ward",Cafe,2.48,324,230.0257863,North Adamport,NC,80012,29.0903005,-96.3832,Yes,Free,Yes,Yes
Johns LLC,Bar,3.77,541,253.2754866,Mathewstad,AK,70437,-72.023251,-47.528332,No,Free,Yes,Yes
Clark Group,Cafe,1.8,496,620.3623255,Stricklandstad,TN,41475,54.1773285,159.41431,No,None,No,No
White-Zhang,Restaurant,3.66,377,202.4077096,Port Claudialand,KY,38656,50.460212,-42.284895,Yes,None,Yes,Yes
Ho Group,Cafe,4.44,192,228.5155701,Port Jeffhaven,MA,4348,2.9216265,46.980752,Yes,Paid,No,No
Cruz-Jones,Restaurant,3.05,53,437.2062667,Annachester,HI,23992,-1.8790725,143.269957,Yes,None,Yes,No
Mitchell-Hawkins,Hotel,2.22,480,168.5939477,South James,WV,88504,61.3790555,154.274938,Yes,Free,Yes,Yes
Bush-Reynolds,Hotel,3.26,199,431.1199514,New Amyton,IL,42634,26.3909215,-136.764994,Yes,Free,Yes,No
Mays PLC,Cafe,3.02,57,323.8324132,Hartland,MS,66938,-21.771902,173.330608,Yes,None,Yes,No
Henderson-Smith,Restaurant,2.93,526,621.8687628,East Danielmouth,IA,38249,26.7334055,57.288301,Yes,None,No,No
Grant-Stein,Hotel,1.01,105,770.3259824,Lake Stevenfort,NC,48668,49.8442325,-139.813952,No,None,No,Yes
Parker LLC,Hotel,4.62,910,636.5527597,Barkermouth,AZ,73458,84.963837,-109.756172,Yes,Paid,No,Yes
Sanchez-Hancock,Cafe,1.96,885,893.8990348,Evansshire,CA,47354,-21.5578505,14.437998,Yes,None,Yes,Yes
Young-Jackson,Bar,3.39,524,694.2964155,Colemanview,CT,42015,-71.659532,23.533005,Yes,None,No,Yes
West Group,Restaurant,2.76,74,670.6518403,South Michelle,AZ,10092,-69.607871,-86.651904,No,None,Yes,Yes
"Green, Scott and Simmons",Bar,4.85,714,513.0554469,Ashleyville,IA,59892,-32.0495525,-118.643483,No,Free,No,Yes
Garrett Ltd,Cafe,1.1,793,986.7516926,Lake Cristian,CO,60239,85.750253,112.43244,No,Free,No,No
Clay Inc,Hotel,4.55,374,274.98627,West Suzanneside,AS,81594,-7.2364355,-33.207541,Yes,Free,Yes,No
Burnett PLC,Bar,2.53,264,992.9929039,Keithmouth,IA,41927,18.7772415,168.765094,No,Paid,No,No
"Tucker, Browning and May",Bar,1.92,685,570.5621693,Port Edgar,PR,26319,-77.9247295,-159.651188,Yes,Paid,No,No
Hoffman PLC,Hotel,4.35,602,185.9817356,Millerview,IN,39937,80.380673,-97.119147,No,None,Yes,No
Ramirez Inc,Hotel,4.25,517,509.1827521,North Cindy,IN,81903,50.8004865,-87.257203,No,Free,Yes,Yes
"Day, Hall and Ortiz",Hotel,4.86,237,316.4612713,Lake Morganhaven,VI,30404,62.022477,-3.283075,No,Paid,Yes,No
"Jacobs, Johnson and Casey",Gym,2.31,96,406.7383484,North Kennethchester,AR,46258,18.2577885,42.806064,No,Paid,No,Yes
"Taylor, Coleman and Rowland",Hotel,2.91,83,211.2458421,Mitchellbury,OK,92660,-81.9080155,124.866652,No,Free,Yes,Yes
Robinson LLC,Cafe,1.94,793,266.9462891,South Williambury,NM,94656,88.745052,80.448343,No,Free,No,Yes
Glover Group,Gym,3.25,151,118.6963405,New Michaelhaven,KY,52441,-35.5052665,133.354142,No,Paid,No,Yes
Carroll-Bailey,Restaurant,4.99,865,277.4388171,Biancaberg,CT,77513,46.8660255,26.53724,Yes,Paid,No,No
"Powell, Reid and Ryan",Hotel,2.81,144,429.4054664,Thompsonside,ND,35137,67.0955365,-131.862189,No,Free,No,No
Hernandez and Sons,Hotel,2.46,705,620.9214385,Codyburgh,SD,49945,-67.245529,-13.932655,Yes,Free,No,Yes
Baker-Atkinson,Hotel,2.57,749,210.4766844,Ericaton,MA,65984,-35.883124,-66.461485,No,Free,Yes,Yes
Marsh Inc,Hotel,3.15,597,606.9414162,New Luke,WY,34621,51.9042245,66.421186,No,None,Yes,No
Smith-Burns,Restaurant,1.84,368,988.6489534,Philiptown,MO,29078,4.090738,85.778202,No,Free,No,No
Moore-Ward,Restaurant,3.52,269,132.3564603,Lake Samanthabury,WA,92198,64.6748685,-103.051471,Yes,Paid,Yes,Yes
Harvey-Craig,Cafe,2.2,330,375.4869151,Huertastad,RI,68400,13.1727645,173.491077,No,Free,No,Yes
Strong-Perez,Hotel,4.22,554,834.765193,Coreyberg,PR,29370,45.016759,-22.830922,No,None,No,Yes
"Martinez, Kim and Robertson",Gym,2.88,939,913.9748862,Whitneyview,WI,36519,50.6134245,126.206618,Yes,Paid,Yes,Yes
Garcia-Day,Cafe,2.82,898,903.1935345,New Kenneth,KY,7587,-18.0823725,162.15363,Yes,Free,Yes,Yes
Arnold Group,Gym,1.95,513,736.659122,Phillipschester,DC,51450,64.699978,1.94929,No,Free,No,No
Smith Inc,Gym,1.4,679,800.6298567,North Kyleport,IA,87385,63.7872865,-117.178776,Yes,Paid,Yes,Yes
"Wright, Robinson and Chavez",Cafe,3.82,167,356.184241,Kimberlyton,KY,84380,55.15684,-79.471659,No,Free,No,No
Lee Group,Restaurant,4.28,400,518.3706596,North Connorville,NE,55573,15.7572735,30.176551,Yes,Paid,Yes,Yes
Brooks Inc,Gym,4.87,308,319.4328891,Michellehaven,MP,46331,79.108403,6.384663,Yes,Free,No,No
"Allen, Sanders and Hill",Gym,2.79,713,241.4197187,South Alexa,ND,13101,-59.9380205,86.800981,Yes,Free,No,No
Lewis PLC,Bar,2.62,988,967.0327447,North Williamfort,TN,51159,-82.0877455,-107.232042,No,None,No,Yes
"Conner, Powell and Murphy",Restaurant,3.15,779,659.9615134,West Brittany,KY,35978,-87.9447405,-53.441627,Yes,Paid,No,Yes
West LLC,Hotel,4.7,464,169.4642947,East Bobbyside,DC,42480,61.8527455,105.932849,Yes,Free,Yes,No
Castro Inc,Gym,1.29,13,624.5208999,New Richardside,NH,58272,23.7669355,90.950757,Yes,None,Yes,Yes
"Lawson, Anderson and Adams",Restaurant,3.47,927,658.8599815,Johnsonton,GA,41310,2.500808,117.389437,Yes,None,No,Yes
"Nielsen, Mayer and Case",Cafe,4.34,989,819.6083824,Goodwinshire,GA,29736,-85.1044485,-51.936519,No,None,Yes,Yes
Vargas PLC,Cafe,3.5,307,634.4633043,Millsstad,NC,64740,-52.2731535,84.964193,No,Free,No,No
Herrera-Barker,Bar,1.46,103,921.021782,Taylormouth,HI,14999,-81.8477155,-111.622863,No,Free,No,No
"Bailey, Garcia and Thomas",Cafe,4.87,425,168.6634372,New Laurachester,FL,64323,37.098612,53.657779,Yes,None,No,Yes
"Pierce, Finley and Boyd",Restaurant,1.21,427,483.0665367,Dianeborough,DE,89660,18.727947,140.781341,No,Paid,Yes,No
"Mendez, Roberts and Davis",Gym,2.4,12,798.4069472,East Williamtown,DC,16271,37.2794355,-123.185363,No,None,No,No
Johnson-Kirk,Cafe,3.55,660,646.0144091,Youngview,MS,99136,89.5825145,148.355304,No,Paid,No,No
Smith and Sons,Gym,3.68,110,498.7789808,Wallfort,IN,44300,56.8802615,-99.804943,Yes,Paid,No,Yes
Valenzuela-Shelton,Hotel,4.55,719,799.7009788,Michelleberg,ME,8059,-72.416618,47.077127,Yes,Paid,Yes,Yes
"Kane, Estrada and Vaughan",Cafe,1.14,589,980.7344717,East Susan,AR,36225,64.045859,-46.283807,Yes,None,No,Yes
Conrad Group,Gym,4.8,730,514.4720184,Frankfurt,LA,34788,72.1676855,-136.419519,No,None,No,Yes
Walker-Ferguson,Bar,3.69,386,568.1608201,East Grantton,IN,32441,49.394687,59.008096,No,None,No,Yes
Green Ltd,Hotel,4.35,817,708.2992309,Ramirezshire,LA,53710,-37.6016905,-46.847824,Yes,Free,Yes,No
"Wiggins, Clark and Oliver",Gym,1.02,296,847.6335953,Medinaberg,NE,56250,33.143159,-62.840822,No,None,Yes,Yes
Russell LLC,Restaurant,1.76,739,697.9317774,West Samuelchester,ID,36783,-23.87963,35.5359,Yes,Free,No,No
Mcdonald-Nash,Gym,3.11,900,993.2497578,Richardsonbury,NC,34680,42.434638,107.212115,No,Free,Yes,No
Molina-Andrews,Hotel,1.67,556,633.8509915,Lake Jacobton,RI,67931,45.4928655,-14.95362,Yes,Paid,No,Yes
"Shelton, Chen and Velez",Cafe,2.68,988,662.7953921,Stevenmouth,CA,43700,82.2261075,64.168983,Yes,Free,Yes,No
Hall Inc,Hotel,3.74,185,445.4918707,Rebeccachester,WI,65829,8.3023755,-99.334468,Yes,None,No,No
"Anderson, Graham and Allen",Cafe,3.21,55,456.8007408,Emilyfort,TX,41598,60.2575835,-146.869489,Yes,Free,No,No
Brown and Sons,Bar,4.76,638,391.2339711,Amymouth,KS,28038,19.3694115,8.812995,Yes,Paid,No,No
Burns Group,Gym,1.48,570,686.590959,East Laura,PA,66869,-34.5829315,-100.146425,No,Free,Yes,No
Kelley Ltd,Gym,3.26,326,216.4682551,New Geraldmouth,ME,30119,8.1447075,-34.649713,No,Free,Yes,Yes
Adams-Hernandez,Cafe,1.21,652,683.4283175,East Hannahtown,MD,26693,50.018721,-56.466704,No,Free,No,Yes
"Perkins, Barton and Barker",Cafe,4.84,280,360.6145065,Tylerview,WI,56020,23.099805,-77.720956,Yes,Paid,Yes,Yes
Mccarty-Carter,Hotel,2.38,216,313.194335,Scottburgh,AK,53794,20.870275,-25.58474,Yes,Free,Yes,Yes
"Jones, Lee and Guerrero",Bar,3.5,972,929.35175,West Robert,MN,15330,-72.2759325,153.374118,No,Free,Yes,Yes
"Thomas, Jones and Shelton",Hotel,3.87,370,584.0295612,West Katrinabury,PR,41758,-0.571208,23.244454,No,Paid,Yes,Yes
Anderson-Clark,Hotel,3.65,178,859.9479554,Robertsonside,AK,10102,41.47849,91.895967,No,Paid,Yes,No
White LLC,Restaurant,4.72,892,522.0868456,Stewartberg,DC,74775,53.6446765,-95.130355,Yes,None,No,No
"Barry, Ho and Hawkins",Bar,3.69,618,181.4840323,Tiffanytown,MP,50529,60.5247495,82.328231,Yes,Paid,Yes,No
"Johnson, Rogers and Palmer",Cafe,1.6,287,180.8290252,New Sharon,AZ,87287,52.635633,45.329221,Yes,Paid,No,No
Carter-Silva,Bar,2.87,808,428.9397837,West Christopherberg,MD,20840,52.8136565,-71.607185,No,Free,Yes,No
Wise-Moss,Bar,3.33,65,329.8650924,North Joe,WI,66139,-12.8145165,174.737067,Yes,None,No,No
Houston-Douglas,Gym,3.4,370,658.7865233,Adamsburgh,WA,91224,-22.6186655,31.149659,No,None,No,No
"Jones, Hendrix and Smith",Restaurant,3.04,183,908.9983904,Angelaland,ND,55624,24.5725885,132.979163,No,None,Yes,Yes
Allen Ltd,Gym,1.71,914,744.1741236,Sandramouth,UT,79238,8.8720165,-29.201553,Yes,Paid,No,No
"Santos, Cruz and Pace",Bar,4.96,131,574.5905686,New Brett,CT,16421,-57.383947,-107.161481,Yes,Free,Yes,No
"Flowers, Cervantes and Phillips",Gym,3.93,454,889.2037809,Tanyaview,WI,92136,37.860291,-39.790482,Yes,None,No,No
"Whitaker, Jones and Woods",Cafe,2.3,196,722.2964893,New Patricia,MI,88039,-49.547131,148.216563,Yes,Free,No,Yes
Cooper PLC,Cafe,4.14,259,859.4894976,Tammyhaven,MO,91320,-45.7807115,-168.851871,Yes,None,No,No
"Allison, Saunders and Savage",Gym,2.51,804,474.1509607,Huntstad,LA,24268,63.923156,41.506978,Yes,Free,No,No
Howard-Rogers,Bar,2.81,9,164.2721764,Fordside,CA,75809,70.3432715,-16.269656,No,Free,No,Yes
Stafford-Harris,Hotel,4.37,5,505.9730894,Carriehaven,HI,57786,15.9260765,-156.189836,Yes,Paid,Yes,No
Colon and Sons,Restaurant,3.92,856,255.9637099,Austinport,ND,18527,-64.9807425,-175.196541,No,None,Yes,Yes
Jones-Anderson,Cafe,4.5,278,129.7553391,Kevinberg,NV,19886,-48.058972,-31.414078,Yes,Paid,No,No
Thomas-Allen,Cafe,1.41,865,553.4100095,South Derek,ME,65194,39.2879725,164.00229,No,Free,No,Yes
"Martin, Foster and Davis",Hotel,3.28,212,927.7631332,Beckerfort,SD,58827,28.313714,42.486398,No,Paid,Yes,No
Berg-Houston,Bar,4.87,390,890.0176867,Lake Wendyborough,GA,33130,-30.071403,-126.350244,Yes,Free,Yes,No
"Nelson, Phillips and Rocha",Cafe,1.89,109,377.7796902,Shaneborough,NH,43166,-10.7884465,-27.017668,No,None,No,Yes
Smith PLC,Cafe,2.57,591,292.7900868,Amberberg,ID,75874,49.153333,152.950103,No,None,No,No
Osborne LLC,Bar,4.87,945,890.295273,Yatesport,NH,6780,18.6736845,171.142292,Yes,None,Yes,No
Elliott-Thompson,Restaurant,4.61,648,339.1138258,Lake Brian,IN,87669,68.0648935,135.122419,Yes,Free,Yes,Yes
Sherman-Lopez,Cafe,1.58,292,912.0419812,Isaacland,IA,2758,-42.687897,-143.580738,Yes,None,No,No
Lee-Wallace,Cafe,1.52,107,789.7173681,East Kimberly,PA,2649,70.583921,-141.799144,No,Paid,Yes,No
Gentry-Vasquez,Restaurant,4.2,272,947.822675,New Josephchester,UT,46155,-52.0380665,101.946676,Yes,Paid,Yes,No
Davis Group,Restaurant,3.88,40,971.2875008,Bowersstad,WY,95118,-68.0256055,-22.944887,Yes,Free,No,Yes
"Green, Garcia and Gray",Gym,3.7,738,192.7416707,Allenmouth,TX,57391,-50.6670825,124.168559,Yes,None,No,No
Medina-Moore,Hotel,2.46,158,808.6232683,Port Joseph,NY,82355,11.764793,118.555462,No,Paid,No,No
Miller-Lopez,Hotel,2.32,20,282.3640659,North Steve,MP,24791,76.330396,7.506614,No,Paid,Yes,Yes
"Jones, Hughes and Roberts",Cafe,3.11,614,615.5570395,Paulberg,AZ,10079,13.293997,87.834994,No,None,No,Yes
Hendricks PLC,Hotel,4.56,746,543.0952417,Jasonhaven,SD,48829,-6.210064,-17.864984,Yes,Paid,Yes,Yes
Stewart LLC,Gym,3.37,433,439.629514,Downsville,NY,7963,-6.580826,-106.331727,No,None,Yes,No
Mclaughlin Inc,Cafe,3.13,522,901.4269854,Ramirezburgh,MA,56657,81.499,-178.669854,Yes,Paid,No,No
"Brown, Morrison and Boyd",Restaurant,1.73,365,408.5774334,East Jacob,IL,46326,-36.9377505,-126.720883,No,Free,No,Yes
Vaughan Ltd,Hotel,3.1,290,543.3531118,Jimenezton,NH,30857,-75.508201,93.872278,No,None,Yes,No
Murphy-Hall,Restaurant,2.51,953,843.899426,Lake Michaelbury,ND,75258,-41.4407845,-175.863589,Yes,Free,Yes,No
"Pineda, Marshall and Patterson",Hotel,4.03,944,844.9872004,Josephtown,DC,6157,63.190039,135.088543,Yes,Paid,Yes,Yes
Thomas and Sons,Cafe,2.74,892,194.2900993,East Christina,MP,51444,-86.416855,54.389371,Yes,Free,Yes,No
Castillo-Schaefer,Gym,1,372,395.3979481,Gonzalezport,NC,27069,-58.9926835,-72.058529,No,Paid,Yes,Yes
West-Freeman,Restaurant,3.01,37,507.128293,Ronaldbury,WV,87293,-22.562913,151.09782,Yes,None,Yes,No
"Thompson, Smith and Simmons",Restaurant,2.95,545,546.2464462,Martinbury,WI,35098,-39.645232,145.609994,Yes,Free,Yes,No
Davis-Ramirez,Gym,2.93,952,507.5299851,Lake Elizabeth,NV,46798,-39.1911015,-27.247328,No,Paid,Yes,No
Ayala-Lee,Bar,2.55,291,746.2103594,Michaelshire,FL,2192,-42.3674455,68.581164,Yes,Free,Yes,Yes
"Dyer, Luna and Martin",Restaurant,3.23,547,576.9970051,North Kurt,NE,40535,80.8850225,35.505815,No,Free,No,No
Boyer-Mckinney,Cafe,3.21,805,154.9674705,Whiteshire,MT,8362,-53.28008,-120.7161,Yes,Paid,No,Yes
Jones Ltd,Cafe,1.56,440,732.8555714,Sheilaview,MD,38244,-85.6651005,69.500052,No,Paid,Yes,No
Mccoy and Sons,Cafe,2.25,660,847.9878409,Reginamouth,VT,92512,-78.611998,162.784565,No,None,Yes,No
Foster and Sons,Restaurant,1.3,896,874.9254298,South Matthew,NJ,17131,-3.990482,76.784271,No,Paid,Yes,No
Cisneros-Blanchard,Cafe,3.86,1,680.8084275,West Andrewstad,GU,2170,-87.890051,24.17381,No,Free,No,No
"Walker, Carr and Mendez",Gym,3.33,572,703.7429687,Lake Kimberlyland,DC,13874,8.6549545,1.341322,Yes,Free,Yes,No
Morgan PLC,Hotel,3.23,204,396.6239752,Hermanmouth,MP,60481,-61.324779,-103.295295,Yes,Paid,Yes,No
Wade and Sons,Cafe,3.74,428,349.1580641,Jennahaven,VA,53806,-20.4659925,60.769851,Yes,None,Yes,No
Perez-Chapman,Bar,3.82,841,658.0802092,New Matthewton,DE,12363,74.566029,132.015252,No,Free,Yes,No
Burch LLC,Bar,4.86,891,310.0318016,Burkehaven,TN,93161,65.126198,33.839708,No,Paid,No,Yes
Kelly Group,Restaurant,3.87,74,969.6775579,South Stevenborough,KS,2308,42.305706,-6.018969,No,None,No,Yes
Bright-Hernandez,Gym,3.54,569,829.227116,Lake Nicolas,MA,70004,-48.292606,-99.46793,Yes,Free,No,Yes
"Davis, Aguilar and Montgomery",Cafe,2.71,111,514.4663371,Lake Mark,NH,34847,-16.278532,-65.932399,Yes,Paid,Yes,Yes
Roberts-Coleman,Bar,4.22,650,232.0244904,Buckbury,GA,85799,-56.704677,-13.159631,Yes,Free,Yes,Yes
"Reed, Gonzales and Weaver",Cafe,3.3,675,599.358278,Heathermouth,SC,85908,-58.2302955,32.542087,No,Free,Yes,No
Bishop-Davis,Gym,4.95,93,317.3969134,Youngfurt,ME,96455,47.907186,84.14296,Yes,None,No,No
Marshall-Glass,Restaurant,4.7,576,774.4056263,South Johnton,AR,91571,6.3929785,99.195726,Yes,Paid,Yes,No
"Lopez, Anderson and Garrett",Gym,1.52,959,471.2104175,South Thomasstad,CA,9052,5.0906615,-30.126746,No,None,Yes,Yes
Lewis-Scott,Restaurant,2.47,554,479.8489717,Heathertown,IA,14645,-52.386731,66.005906,No,Free,No,No
Becker and Sons,Bar,1.48,648,763.1181448,Rodriguezland,AL,11316,-14.7899975,52.397433,No,Free,Yes,No
Branch LLC,Bar,4.75,367,815.7458895,East Kelliville,DE,92807,-28.1493795,69.824798,No,Free,No,No
Williams Group,Gym,2.29,362,846.7212571,Velasquezmouth,VA,8972,87.49631,94.758467,No,None,Yes,Yes
Alvarez Inc,Hotel,1.74,975,872.3512209,Andersonport,ID,9141,76.531139,144.367886,No,Paid,No,Yes
Jones-Martin,Restaurant,4.99,661,290.8531942,Mendozaview,MS,32481,39.3178235,-37.725618,No,None,No,No
Anderson Inc,Hotel,1.6,605,787.0107206,Lake Ronald,SC,27071,-37.352488,-35.394522,Yes,Free,No,Yes
Parrish PLC,Bar,4.77,804,963.6013781,South Peter,ID,28416,57.120774,-78.171661,Yes,Free,Yes,Yes
"Curtis, Cooper and Shaffer",Gym,1.35,942,759.1231068,East Natasha,MO,46035,48.5420775,-64.496906,Yes,Paid,Yes,No
Kelley and Sons,Hotel,2.86,769,117.5200461,Meyerton,WY,50292,62.850535,53.514786,Yes,None,No,Yes
"Snyder, Williamson and Williams",Hotel,4.06,344,613.5080372,Lake Benjamin,AS,84059,0.2734165,71.137368,No,Paid,No,Yes
Hamilton-Duffy,Gym,4,283,367.1414639,North Casey,IL,61715,-72.5380955,126.506174,No,None,Yes,No
Long-Webster,Hotel,2.96,318,968.5571082,Pattersonchester,MO,24945,41.8448155,-140.234641,No,None,Yes,Yes
Stanley Group,Restaurant,2.12,928,104.2131119,Port Ashleyport,NH,32384,1.213449,-104.302162,Yes,Paid,No,No
"Richardson, Bryant and Brown",Cafe,4.27,340,742.2785996,Amberbury,MN,72696,45.00232,-84.568092,Yes,None,No,Yes
Maldonado Group,Bar,1.92,704,668.2744792,Williamstown,AK,26752,-80.5583525,128.11107,No,None,Yes,No
Haas Group,Restaurant,3.37,347,463.0834627,South Megan,FL,87993,-35.5473255,77.960357,No,None,Yes,No
Myers LLC,Gym,1.92,702,849.7110614,Christianville,NY,85551,-53.5058005,80.878833,No,None,Yes,Yes
Aguilar and Sons,Bar,2.07,247,230.9007471,Barnesview,NH,91514,-74.924218,100.109311,Yes,Paid,Yes,Yes
Thompson-Quinn,Hotel,3.89,655,641.6526841,Jordanchester,AL,85306,20.244089,63.754993,Yes,None,Yes,Yes
Perry-Hoffman,Gym,1.19,795,891.4143528,Kimhaven,NC,47852,76.3908665,-17.915786,No,None,No,No
Erickson and Sons,Bar,4.31,902,515.2801561,Pattontown,SC,42270,-67.262534,40.954656,No,Free,No,Yes
Estrada-Brewer,Cafe,3.83,897,466.7932013,Nashfort,DE,95900,29.4400055,-81.026771,Yes,Paid,Yes,Yes
Smith-Garrison,Restaurant,4.5,203,564.5558657,Mcgrathside,MP,57319,-39.886083,63.851471,No,None,No,Yes
Jones-Jones,Gym,1.71,656,648.5201152,New Shawnport,DC,75149,-79.683976,-136.453655,No,Paid,Yes,No
Sexton Ltd,Gym,3.29,461,197.7386097,New Kellyville,PW,28883,-20.6584295,-114.593198,Yes,None,Yes,Yes
Edwards Inc,Restaurant,3.62,501,915.6064049,Carltown,AK,38323,72.0570965,-147.869038,No,Paid,Yes,Yes
Adams Ltd,Cafe,3.92,871,798.2743684,South Angela,AS,47422,-11.2518795,163.729656,Yes,None,Yes,No
Hardin-Wagner,Gym,2.85,82,720.2081063,Samanthashire,NC,41083,-39.3445975,-149.086207,No,Free,No,No
Johnson Ltd,Restaurant,3.71,514,425.3231604,Lake Angelhaven,IA,8950,-5.3343595,-152.593652,Yes,None,No,Yes
"Bass, Miller and Reynolds",Cafe,1.45,901,546.2027656,Erinville,MS,9756,-13.7311555,-98.015319,No,Paid,No,No
Pitts LLC,Gym,4.59,511,773.7838208,Boyleville,WA,47973,-60.413168,102.020816,No,None,Yes,No
"Odom, Henry and Stokes",Hotel,3.43,340,824.6074571,Warnerside,MP,12427,63.529332,-166.979197,Yes,Paid,No,No
"Valencia, Rodriguez and Taylor",Gym,2.79,977,245.6922916,Wilsonshire,PR,61467,7.885613,14.456553,No,Free,Yes,Yes
Smith LLC,Bar,4.48,17,748.5069752,Cassandrafurt,NV,95784,46.552596,-80.481524,Yes,Paid,No,Yes
Williams-Ross,Gym,2.22,681,445.0311763,South Daniel,IN,43188,34.5023185,23.082915,Yes,None,No,No
"Campbell, Gutierrez and Grant",Cafe,1.36,744,538.7175458,North Brookebury,MH,29448,72.2413705,-93.292424,No,None,No,No
"Harris, Holt and Simmons",Cafe,3.74,507,527.6552729,Lawrencefort,NM,30725,32.01148,130.589819,No,Paid,No,Yes
Nielsen-White,Gym,1.8,569,500.5483761,South Lisa,LA,84786,47.6904205,114.915395,No,Paid,Yes,No
"Michael, Black and Roman",Hotel,1.27,39,204.482309,Williamsside,CT,26546,45.155671,-179.554338,Yes,None,No,Yes
Gonzalez Inc,Restaurant,2.92,488,915.6511474,Nicholston,MO,69110,27.278372,-39.66577,Yes,Paid,Yes,No
"Gardner, David and Mitchell",Cafe,4.4,105,795.7402246,Krausefurt,FL,62361,37.1844315,66.369696,Yes,Free,No,No
"Craig, Lawson and Hicks",Cafe,4.52,373,689.7022908,Wagnerstad,AS,45635,6.3179295,-110.626166,No,None,No,No
Key and Sons,Hotel,3.02,921,545.1773771,Cameronchester,OH,52233,89.0280965,151.537028,No,Free,Yes,No
"Velasquez, Murphy and Crosby",Gym,2.54,125,187.1585195,Sethland,PA,4638,77.036004,-31.368701,No,Paid,Yes,No
Garza-Turner,Gym,4.46,587,165.1924753,Port Matthewland,IN,82921,-46.295885,149.293072,No,Paid,No,No
Burns Group,Restaurant,4.79,922,512.6419154,Joseland,IA,70560,-13.2288475,-15.346186,No,Paid,No,Yes
Contreras-Jordan,Cafe,3.05,760,800.7956296,Zamoratown,MO,87162,49.265214,-1.631362,No,None,No,No
"Lloyd, Johnson and Young",Gym,2.28,595,841.9915903,North Melanie,NJ,64554,-19.4886055,-89.467245,Yes,Free,Yes,Yes
Lee-Howell,Restaurant,2.19,195,613.9164715,Laurafort,CT,14137,24.2954925,160.449623,No,Free,Yes,Yes
Cervantes LLC,Bar,4.2,259,276.9219965,Rodriguezfort,SC,69152,-59.949935,-11.293015,Yes,Paid,Yes,No
"Smith, Conrad and Shea",Bar,4.62,860,746.2160794,Brownhaven,MH,36159,67.1173225,8.161316,No,Free,No,Yes
Brown and Sons,Cafe,2.69,534,679.0677395,North David,GU,35092,-25.610515,-100.645816,No,Free,No,No
Kramer and Sons,Hotel,2.7,878,209.0061223,Josephstad,AS,88718,-79.120963,127.383364,Yes,Paid,No,No
"Rice, Ross and Cervantes",Gym,3.77,227,594.8386676,Davidtown,MS,24024,-83.699271,47.725455,No,Free,No,Yes
Bailey and Sons,Restaurant,1.87,251,323.9424041,South Damontown,IL,49422,9.2830825,75.947689,No,Free,No,Yes
